gender,SeniorCitizen,Partner,Dependents,PhoneService,PaperlessBilling,MonthlyCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalCharges_boxcox,tenure_cbrt,TotalServices,HasPremiumSupport,AvgMonthlySpend,Churn
0,1,1,0,1,0,-0.13499416,0,0,1,0,0,0,1,0.12140486,0.08773716,2,0,0.1289948,0
1,1,0,0,1,1,1.1379423,1,0,1,0,0,1,0,1.0925505,0.7381076,3,0,1.4134775,0
0,0,1,1,1,1,1.3174164,1,0,1,0,0,0,0,1.4644767,1.0922282,4,0,1.4438983,0
0,0,0,0,1,0,0.6310943,1,0,0,0,0,1,0,-1.0287416,-1.3841357,2,0,0.38900274,1
1,0,0,0,1,1,-0.68837255,0,0,0,0,0,0,0,-1.6979802,-1.8123131,0,0,0.16495639,0
1,0,1,1,1,0,-1.3514296,0,1,0,1,1,0,0,0.18591473,1.2472993,0,0,0.0694848,0
1,0,0,0,1,1,-0.63851863,0,0,0,0,0,0,1,-1.687674,-1.8123131,0,0,0.16457348,0
0,0,1,1,1,1,0.9651154,1,0,0,0,0,1,0,1.0476997,0.80993557,3,0,1.2088213,0
0,0,1,1,1,0,-1.4976677,0,1,0,1,0,0,0,-0.36625263,0.5580029,0,0,-0.26127708,0
0,0,1,1,1,1,0.19570343,0,0,0,1,1,0,0,1.1488059,1.2472993,4,0,0.73267436,0
0,0,1,0,1,0,0.7208313,0,0,0,1,1,0,0,0.81359255,0.6114279,5,0,1.022318,0
1,0,1,0,1,1,1.6398051,1,0,0,1,1,0,0,1.6756014,1.2472993,6,1,1.4766254,0
1,0,1,0,1,1,1.0116458,1,0,1,0,1,0,0,1.0529501,0.7135012,2,0,1.3688749,0
1,0,0,0,1,0,0.79062676,0,0,0,1,1,0,0,1.4036286,1.2472993,6,1,1.0440228,0
1,0,0,0,1,1,-1.46277,0,1,0,0,1,0,0,-1.5614743,-1.3841357,0,0,0.47837958,0
1,0,0,0,1,1,0.17576188,1,0,0,0,0,1,0,-1.5466381,-1.8123131,0,0,0.15891704,1
1,0,0,0,1,1,0.7058751,1,0,0,0,0,1,0,-1.2124001,-1.5606626,1,0,0.25078666,1
1,0,0,0,0,1,-0.668431,0,0,0,0,0,0,0,-0.118701175,0.08773716,3,0,-0.11185131,0
1,0,1,1,1,1,-0.15161213,0,0,0,0,0,0,1,0.2303385,0.19406347,2,0,0.25714672,0
0,1,1,0,1,1,1.1877962,1,0,0,0,0,0,0,0.8343845,0.38648883,4,0,1.2322563,1
1,0,0,0,1,0,-0.30948284,0,0,1,0,0,0,0,0.06165025,0.124047734,2,0,0.063469134,0
1,0,1,1,1,1,0.18407086,0,0,0,0,1,0,0,0.17297938,0.012222058,4,0,0.18884124,0
1,0,1,1,1,1,-0.14496495,0,0,0,1,0,0,0,0.91064286,1.1518178,3,1,0.58776194,0
0,0,0,0,1,0,0.26217532,1,0,0,0,0,1,0,-0.09569377,-0.34083176,0,0,-0.095019884,1
0,0,0,0,1,0,-0.29785028,0,0,1,0,0,0,0,-0.018415572,-0.027117206,2,0,-0.018247405,0
1,0,0,0,0,1,-1.118778,0,0,0,0,0,0,1,-0.75605667,-0.44704098,1,0,-0.58252835,0
0,0,1,1,1,1,-1.454461,0,1,0,0,0,1,0,-1.9033287,-1.8123131,0,0,0.17181782,1
0,1,0,0,1,0,-0.6534748,0,0,0,0,0,0,1,-1.6907395,-1.8123131,0,0,0.16468778,1
1,1,0,0,0,1,-0.45904458,0,0,0,0,1,0,0,-1.111541,-1.243603,3,0,0.7266914,0
1,0,0,1,1,1,0.14418773,0,0,0,0,0,1,0,-0.16473326,-0.34083176,3,0,-0.1581414,0
0,0,1,0,0,1,-0.69169617,0,0,0,0,0,1,0,0.30375895,0.68854326,2,0,0.2675917,0
1,0,0,1,1,1,0.7224931,0,0,0,1,0,0,0,1.3182644,1.171285,5,0,1.0498807,0
1,0,0,0,1,0,0.17243828,0,0,0,0,0,1,0,0.54225063,0.47450525,4,1,0.6503876,0
1,1,1,0,1,1,-0.47732434,0,0,0,0,0,0,0,0.086948566,0.22786814,1,0,0.089778334,1
0,1,0,0,1,0,0.47156173,1,0,0,0,0,1,0,-0.8123854,-1.1249284,1,0,1.3131716,1
1,0,0,0,1,1,0.87039304,1,0,0,0,1,0,0,0.1285555,-0.29102904,3,0,0.14065154,0
1,0,1,1,1,0,-1.4910206,0,1,0,1,0,0,1,-1.515039,-1.243603,0,0,0.84502,0
0,0,0,0,1,0,-1.4827116,0,1,1,0,0,1,0,-1.0030788,-0.5639137,0,0,-0.7716215,0
1,0,1,1,1,1,0.8587604,0,0,0,1,1,0,0,1.4173107,1.2472993,6,1,1.0630903,0
1,0,0,0,1,1,0.9052908,1,0,0,0,0,1,0,-0.99176353,-1.3841357,2,0,0.3808506,0
1,0,0,0,1,1,0.98671883,1,0,0,0,0,1,0,1.172051,0.9236315,3,0,1.2464628,1
0,0,0,0,1,1,-1.3265026,0,1,1,0,0,0,1,-0.24688919,0.5580029,0,0,-0.18638882,0
1,0,0,0,0,0,-0.9559219,0,0,1,0,1,0,0,0.011755442,0.53063697,2,0,0.010287681,0
0,0,0,0,1,1,0.45660555,0,0,0,0,0,1,0,-0.5795344,-0.92843103,5,0,-2.2024293,0
1,0,0,0,1,0,-1.4893587,0,1,0,1,1,0,0,0.020597044,1.1905624,0,0,0.0077433474,0
1,0,1,1,1,0,-1.4660935,0,1,1,0,0,0,1,-1.2544045,-0.92843103,0,0,-3.5790124,0
0,0,1,1,0,1,-1.1387196,0,0,0,0,0,1,0,-1.2078284,-1.1249284,1,0,1.6553993,0
0,0,1,1,1,0,1.3739175,1,0,0,1,1,0,0,1.6123114,1.2472993,5,1,1.3652092,0
1,0,1,1,1,1,-1.471079,0,1,1,0,0,0,0,-0.3184106,0.6375206,0,0,-0.21657844,0
0,0,0,0,1,1,1.0216166,1,0,1,0,0,1,0,1.367129,1.1122944,3,0,1.2306014,0
0,0,0,0,1,0,-0.005374001,0,0,0,0,0,1,0,-1.1898888,-1.3841357,2,0,0.42121145,0
1,0,0,0,1,1,-0.45405918,0,0,0,0,1,0,0,-0.051373858,0.012222058,1,0,-0.050076444,0
0,0,0,0,1,1,0.66599196,1,0,0,0,0,0,0,0.88797075,0.6375206,2,0,1.135877,1
0,1,1,0,1,0,0.80890656,0,0,0,1,1,0,0,1.4019072,1.2472993,6,1,1.0416422,0
1,0,0,0,1,0,-0.32610083,0,0,0,0,0,1,0,-0.006990585,0.012222058,2,0,-0.006966195,0
1,0,0,0,1,0,-0.46070638,0,0,0,0,0,0,1,-1.6528214,-1.8123131,1,0,0.16324899,1
1,0,1,0,1,1,-1.4727408,0,1,0,0,0,0,0,-0.6909087,-0.067613915,0,0,-0.49903372,0
1,0,1,1,1,1,0.7042133,0,0,0,1,1,0,0,1.3272191,1.2096542,5,1,1.0001807,0
1,0,1,1,1,0,-0.14662674,0,0,0,0,0,1,0,0.02342919,0.05048319,1,0,0.023702761,0
1,0,1,1,1,0,-1.4943441,0,1,0,1,0,0,0,-0.43188044,0.44569844,0,0,-0.32218754,0
0,1,1,1,1,0,0.68427175,1,0,0,0,0,0,0,0.2846878,-0.067613915,1,0,0.32944873,0
0,0,1,1,1,1,0.24389555,0,0,0,1,0,0,0,0.9687997,0.9886294,3,1,0.8314099,0
1,0,1,1,1,1,1.1645311,1,0,0,0,0,1,0,1.1198474,0.76237464,3,0,1.4305186,1
1,0,1,1,1,1,1.4154624,1,0,0,0,0,0,0,1.1709025,0.7135012,4,1,1.6320785,1
0,0,1,1,1,1,-1.5026531,0,1,0,0,0,0,1,-0.49261975,0.2609297,0,0,-0.38218683,1
1,0,1,1,1,1,0.5413572,1,0,0,0,0,1,0,-1.4950708,-1.8123131,1,0,0.15664144,0
1,0,0,0,1,1,-1.471079,0,1,0,0,0,1,0,-1.5136511,-1.3841357,0,0,0.4721569,0
0,0,1,0,1,1,1.5633624,1,0,1,0,0,0,0,1.30482,0.8562688,5,1,1.6506963,0
1,0,0,0,1,0,-1.4810498,0,1,0,0,0,0,1,-1.9129603,-1.8123131,0,0,0.17210636,0
1,0,0,0,1,1,-1.4976677,0,1,1,0,0,0,1,-0.7610624,-0.15244755,0,0,-0.5347246,0
0,0,0,0,1,1,0.47654712,1,0,0,0,0,1,0,-1.0302029,-1.3841357,2,0,0.38931876,1
0,0,0,0,1,1,-1.4926823,0,1,1,0,0,0,0,-0.22266236,0.80993557,0,0,-0.13035531,0
0,0,1,0,1,1,-0.14164135,0,0,1,0,0,0,0,0.6939457,0.80993557,3,0,0.6540772,0
0,0,1,1,1,0,-1.5026531,0,1,0,1,0,0,1,-0.994528,-0.50397736,0,0,-0.72259974,0
0,0,0,0,1,0,-1.4577845,0,1,0,0,0,0,1,-1.9045182,-1.8123131,0,0,0.1718536,0
1,0,0,1,1,1,-1.4527992,0,1,0,0,0,0,1,-1.9027355,-1.8123131,0,0,0.17179997,0
1,0,0,0,1,0,0.22395399,0,0,1,0,0,1,0,1.0558939,1.0719517,4,1,0.83993995,0
1,0,0,0,1,0,-0.3360716,0,0,0,0,0,0,1,-1.1534151,-1.3841357,1,0,0.41436902,0
1,0,0,0,1,0,-1.5142857,0,1,0,1,1,0,0,-0.2859941,0.68854326,0,0,-0.18752024,0
1,0,0,0,1,1,-0.4972659,0,0,0,0,1,0,0,-1.6597606,-1.8123131,0,0,0.16351639,0
1,0,0,1,0,0,-1.3048992,0,0,0,0,0,0,1,-1.0943689,-0.8441327,0,0,-1.6693634,1
0,0,1,1,1,0,-1.471079,0,1,0,1,0,0,0,0.073552705,1.2285651,0,0,0.026739867,0
1,0,1,1,1,1,0.85211325,1,0,0,0,1,0,0,1.1668701,0.9014506,2,0,1.2767012,0
0,0,0,0,1,1,0.84712785,1,0,1,0,0,0,0,1.4077034,1.2096542,3,1,1.1142641,0
0,0,0,0,1,0,0.53138644,1,0,0,0,0,1,0,-1.2283522,-1.5606626,1,0,0.25246727,1
1,0,1,1,1,0,1.3240637,1,0,0,1,0,0,0,1.4914742,1.1518178,4,0,1.3621467,0
1,0,1,0,1,1,0.9003054,1,0,0,0,0,0,0,1.328876,1.1122944,2,0,1.1686214,1
1,0,1,0,1,0,-0.48397154,0,0,0,0,1,0,0,-0.48338333,-0.44704098,1,0,-0.42091042,0
0,0,1,1,1,1,1.0216166,1,0,0,0,0,0,0,0.26563805,-0.15244755,3,1,0.3053447,0
1,0,0,1,1,1,0.35191235,1,0,0,0,0,1,0,-1.5211,-1.8123131,1,0,0.15780474,1
1,0,0,0,1,1,0.35523593,1,0,0,0,0,1,0,-1.5206311,-1.8123131,0,0,0.15778404,1
0,0,1,1,1,1,1.0182929,1,0,0,0,0,0,0,1.0641928,0.76237464,2,0,1.3155661,0
0,0,0,0,1,1,1.214385,1,0,0,1,0,0,0,1.5514727,1.2472993,4,0,1.2645546,0
0,0,1,0,1,0,-0.3875873,0,0,0,0,0,1,0,0.47476375,0.68854326,1,0,0.4580966,0
1,0,0,0,1,1,0.6676538,1,0,0,0,0,0,0,0.32037303,0.012222058,2,0,0.3776409,0
0,0,1,1,0,0,-1.0140848,0,0,0,0,0,1,0,-1.2174045,-1.1249284,2,0,1.6621236,0
0,0,1,1,1,0,0.79228854,1,0,0,0,1,0,0,0.6165428,0.3249784,3,1,0.82422405,0
0,0,0,0,1,1,-0.15327394,0,0,1,0,0,0,0,0.46126404,0.58492744,2,0,0.48834625,0
1,0,0,0,1,1,1.1695164,1,0,1,0,1,0,0,0.41452375,-0.027117206,4,0,0.51365995,0
1,0,0,0,1,0,0.19736524,1,0,0,0,0,0,0,-0.5981733,-0.8441327,0,0,-1.1296854,0
1,0,0,0,1,1,-0.33108622,0,0,1,0,0,0,1,0.78433377,1.1321559,2,0,0.48586842,0
1,0,0,0,1,1,-0.5055749,0,0,0,0,0,0,0,-0.08604611,0.012222058,1,0,-0.08244792,1
1,1,0,0,1,0,-0.33108622,0,0,0,0,1,0,0,-0.038966555,0.012222058,1,0,-0.03821706,0
1,0,0,0,1,1,0.45992917,0,0,1,0,1,0,0,1.2183865,1.1905624,5,1,0.8862078,1
0,0,0,0,1,1,1.181149,1,0,1,0,0,0,1,1.1874491,0.8562688,4,0,1.3998578,0
0,0,0,0,0,0,-0.37096936,0,0,0,1,0,1,0,0.72053665,1.0098047,4,0,0.5200444,0
0,0,1,0,1,1,0.543019,1,0,0,0,0,1,0,-0.5737104,-0.92843103,1,0,-2.186046,1
0,0,0,0,1,1,-1.5093002,0,1,1,0,1,0,0,-0.7378366,-0.15244755,0,0,-0.5237082,0
0,0,1,1,1,0,0.69258076,1,0,0,0,0,1,0,0.24521393,-0.027117206,1,0,0.27790022,0
1,0,1,1,1,1,0.5330482,0,0,0,1,0,1,0,1.2897164,1.2472993,5,1,0.89500517,0
1,0,1,0,1,1,0.33861798,1,0,0,0,0,1,0,-0.34907565,-0.6272796,0,0,-0.39122242,1
1,0,0,0,1,0,-1.5009913,0,1,0,1,0,0,1,-0.7955654,-0.10935716,0,0,-0.54939246,0
1,1,0,0,1,1,0.9568065,1,0,0,0,0,1,0,-1.4423969,-1.8123131,2,0,0.15419261,1
1,1,0,0,1,1,0.86208403,1,0,0,0,0,1,0,0.60289377,0.2609297,2,0,0.8129569,0
0,0,0,0,1,0,0.1657911,0,0,0,1,0,0,1,0.89593786,0.9455499,4,1,0.7855455,0
0,0,1,1,1,1,-1.4876969,0,1,0,1,0,0,0,-0.30220592,0.66322094,0,0,-0.20191142,0
1,0,0,0,1,1,1.0133076,1,0,0,0,0,1,0,-0.20586535,-0.6946121,3,0,-0.2798446,0
0,0,1,0,1,1,1.2409737,1,0,0,0,1,0,0,1.3187501,0.96721345,4,1,1.43779,1
1,0,0,1,1,0,-1.4893587,0,1,0,0,0,0,1,-0.98882747,-0.44704098,0,0,-0.6895953,0
1,0,1,0,1,0,0.53471005,0,0,1,0,0,0,1,0.38131064,0.124047734,4,0,0.463318,0
0,0,1,1,1,1,0.8687312,1,0,0,0,0,0,0,-0.057492133,-0.44704098,2,0,-0.061351802,1
0,0,1,1,0,0,-1.1819263,0,0,0,0,0,0,1,-0.9181733,-0.5639137,1,0,-0.73202115,1
0,0,1,1,1,1,0.9484975,1,0,0,1,0,0,0,1.4097883,1.1905624,3,0,1.1516396,0
0,0,1,1,1,1,0.81056833,1,0,0,0,0,0,0,0.40148997,0.05048319,3,0,0.49398562,1
1,1,1,0,1,1,1.4653163,1,0,1,0,0,1,0,1.390586,0.96721345,5,0,1.5839752,1
0,0,1,1,0,1,-0.6119299,0,0,0,1,1,0,0,0.15228611,0.38648883,3,0,0.15551527,0
0,1,0,0,1,1,0.6643302,1,0,0,0,0,1,0,-0.006083336,-0.34083176,1,0,-0.006314897,1
1,0,1,1,1,0,0.46491456,0,0,1,0,1,0,0,0.82052565,0.66322094,4,0,0.9844921,0
0,0,0,0,1,1,0.62444705,1,0,0,0,0,1,0,-0.01769243,-0.29102904,2,0,-0.017980037,0
0,0,1,1,1,1,-0.63353324,0,0,0,0,0,1,0,-1.6866571,-1.8123131,0,0,0.1645355,1
1,0,0,0,1,0,-1.5009913,0,1,1,0,0,0,1,-0.7523898,-0.067613915,0,0,-0.52892447,0
0,1,0,0,1,1,0.17243828,1,0,0,0,0,1,0,-1.5471334,-1.8123131,0,0,0.15893835,1
1,0,1,1,1,0,0.102642804,0,0,0,1,0,0,1,1.0672,1.1518178,4,1,0.75441194,0
0,0,1,1,1,1,1.3589613,1,0,0,1,0,0,0,1.4638625,1.1518178,4,1,1.3142778,0
0,0,1,0,0,0,-0.6700928,0,0,0,0,0,1,0,-1.428392,-1.5606626,2,0,0.27141613,1
1,0,0,0,1,1,0.33861798,1,0,0,0,0,1,0,0.17482384,-0.027117206,0,0,0.1910402,1
0,1,0,0,1,0,0.35689774,1,0,0,0,1,0,0,-0.5130887,-0.7665971,1,0,-0.7304119,0
0,0,0,0,1,0,-1.4827116,0,1,0,0,0,0,1,-1.3529963,-1.1249284,0,0,1.7507371,0
1,0,0,0,0,0,-0.65015125,0,0,0,1,1,0,0,0.47502723,0.8789992,3,0,0.3621226,0
0,0,0,0,1,1,1.0133076,1,0,0,1,0,1,0,1.2394994,0.9455499,3,0,1.3297427,1
1,0,0,0,1,1,0.83383346,1,0,0,0,0,0,1,0.36622536,0.012222058,2,0,0.44227943,1
0,0,1,1,1,0,1.1861345,1,0,1,0,0,0,1,1.1344024,0.76237464,3,0,1.4616517,1
1,0,0,0,1,0,-0.58534116,0,0,0,0,0,1,0,-1.0774461,-1.1249284,0,0,1.5571399,1
1,0,0,0,1,1,0.51310664,1,0,0,0,0,1,0,-1.1727216,-1.5606626,1,0,0.24648826,1
0,0,0,1,1,1,0.7424346,1,0,0,0,0,0,1,-0.86680394,-1.243603,2,1,0.62786984,1
1,0,1,1,1,1,0.4815325,0,0,0,1,0,0,0,1.2903334,1.2096542,5,1,0.95088714,0
1,0,0,0,1,1,0.3701921,1,0,0,0,0,0,0,-0.84228337,-1.1249284,0,0,1.3440347,1
1,0,1,1,1,0,0.6959043,0,0,0,0,0,1,0,1.0646651,0.8562688,5,1,1.1671288,0
0,0,1,0,1,1,1.1296333,1,0,0,0,0,1,0,1.0464424,0.7135012,4,0,1.3552371,1
0,0,0,1,1,0,-1.4843733,0,1,1,0,1,0,0,-0.5607588,0.2609297,0,0,-0.4217321,0
1,0,1,1,1,0,-0.098434635,0,0,0,0,0,0,0,-0.41118807,-0.50397736,3,1,-0.38662887,0
0,0,1,1,1,0,-0.49394232,0,0,0,0,0,0,1,0.026413003,0.15947245,0,0,0.026656808,0
0,0,0,0,1,0,0.7208313,1,0,0,0,0,1,0,-0.34500116,-0.6946121,1,0,-0.43886036,1
1,0,1,0,1,0,-1.4744025,0,1,0,1,0,0,0,-0.4168287,0.47450525,0,0,-0.3079641,0
0,0,0,0,1,1,-0.64682764,0,0,0,0,0,0,1,-1.6893743,-1.8123131,0,0,0.16463692,1
1,0,1,0,1,0,1.3074456,1,0,1,0,0,1,0,1.5165454,1.1518178,4,0,1.4067717,1
1,0,1,0,1,1,0.35357416,0,0,1,0,0,0,1,0.8886982,0.8332507,4,0,0.90714806,0
1,0,1,1,1,0,1.4420512,1,0,0,1,0,0,1,1.481646,1.0514597,6,1,1.572368,0
0,0,0,0,1,1,0.7141841,1,0,0,0,0,1,0,-0.011622187,-0.34083176,2,0,-0.012031266,0
0,1,1,0,1,1,0.53969544,1,0,0,0,0,1,0,-0.8220217,-1.1249284,1,0,1.32322,1
1,0,0,0,1,0,1.0282637,1,0,1,0,0,1,0,-0.10191686,-0.5639137,3,0,-0.11806772,0
0,0,1,1,1,1,1.7312039,1,0,0,1,0,0,0,1.7311802,1.2472993,6,1,1.5804545,0
1,1,0,0,1,0,1.3622849,1,0,1,0,0,0,0,1.5704055,1.2285651,4,0,1.3343078,0
0,0,1,0,1,0,-1.4827116,0,1,1,0,0,0,1,-0.7088134,0.012222058,0,0,-0.5077712,0
0,0,0,0,1,0,-1.5009913,0,1,0,1,0,0,1,-0.8820468,-0.3927553,0,0,-0.6238619,0
1,0,1,0,1,1,0.8587604,1,0,1,0,1,0,0,1.3497076,1.1518178,3,0,1.1298206,1
1,0,0,1,1,0,-0.12668519,0,0,0,0,0,0,0,-1.2995974,-1.5606626,2,0,0.25965443,0
0,0,1,1,0,0,-1.3198555,0,0,0,0,0,0,1,-1.3281336,-1.1249284,0,0,1.7353749,0
0,0,1,0,1,0,0.77733237,1,0,0,0,0,1,0,0.015903773,-0.3927553,2,0,0.017064782,1
1,0,0,0,1,1,-1.4810498,0,1,0,0,0,0,1,-1.9129603,-1.8123131,0,0,0.17210636,1
1,0,1,1,1,1,-0.14828855,0,0,1,0,0,0,0,0.49271825,0.5580029,3,0,0.54250276,0
0,0,0,1,1,1,-0.026977362,0,0,0,0,0,1,0,0.5683275,0.6114279,3,0,0.62292475,0
1,1,1,0,1,0,0.3170146,1,0,0,0,0,1,0,-1.5260519,-1.8123131,0,0,0.15802264,0
0,1,0,0,1,1,0.19404164,1,0,0,0,0,0,1,-1.5439231,-1.8123131,0,0,0.15880014,0
0,0,1,1,1,1,0.86540765,1,0,0,0,0,1,0,0.4398084,0.08773716,2,0,0.5520369,1
1,0,0,0,1,1,0.48485613,1,0,0,0,0,1,0,0.1839525,-0.067613915,1,0,0.20202117,1
1,0,1,0,1,0,0.85709864,0,0,0,1,0,0,0,1.4108124,1.2285651,6,1,1.0858063,0
1,0,0,0,1,0,-1.5059767,0,1,0,1,0,0,1,-1.2126625,-0.92843103,0,0,-3.5181293,0
0,1,0,0,1,0,-0.010359392,0,0,0,0,0,0,0,0.2448688,0.15947245,3,1,0.276333,0
1,1,0,0,1,0,0.1624675,1,0,0,0,0,1,0,-0.19126372,-0.34083176,0,0,-0.18126199,0
1,0,0,0,1,0,-1.5043149,0,1,1,0,0,0,1,-1.3182453,-0.92843103,0,0,-3.6673477,0
0,0,0,0,1,1,1.5201557,1,0,0,1,0,0,0,1.5815983,1.1905624,5,1,1.4372654,0
0,0,0,1,0,0,-1.331488,0,0,0,0,0,0,1,-1.8619068,-1.8123131,0,0,0.17054483,0
1,0,0,0,1,1,0.42004603,0,0,0,0,0,1,0,-1.1142083,-1.3841357,4,0,0.40673012,0
1,1,0,0,1,1,1.0648233,1,0,0,0,0,0,0,0.31289825,-0.10935716,3,0,0.36786348,1
0,0,1,0,1,1,0.68593353,1,0,0,0,0,0,0,1.3158151,1.1905624,2,0,1.0149724,0
0,0,1,0,0,1,-0.570385,0,0,0,1,0,0,0,0.7601908,1.2285651,4,1,0.39892778,0
0,0,1,1,1,0,-1.5076385,0,1,0,1,0,0,1,-0.008256618,1.1905624,0,0,-0.0030595257,0
0,0,0,0,1,1,1.2991366,1,0,0,0,0,1,0,1.1352894,0.7381076,4,1,1.5063399,0
1,0,1,0,1,1,0.6177999,1,0,0,0,0,0,0,0.9378041,0.7135012,2,0,1.1402066,1
0,0,0,0,1,1,-0.5105603,0,0,0,0,0,1,0,-1.392871,-1.5606626,0,0,0.26832208,1
1,0,0,0,1,1,1.452022,1,0,0,0,1,0,0,1.1391752,0.66322094,5,1,1.6444594,0
1,0,0,0,1,0,0.53969544,1,0,0,0,0,0,0,0.9428063,0.80993557,1,0,1.0234188,0
0,0,1,0,1,1,0.47987074,0,0,0,0,0,1,0,0.18960118,-0.067613915,4,0,0.20883197,1
1,0,0,0,1,0,0.7274785,0,0,0,1,0,0,0,1.3796515,1.2472993,6,1,1.0112307,0
1,0,1,1,1,1,0.9368649,1,0,0,0,0,1,0,0.7705336,0.44569844,3,0,1.066495,0
1,0,1,1,1,0,0.85045147,0,0,0,1,0,1,0,1.3971999,1.2285651,6,1,1.0663892,0
1,0,1,1,1,0,-0.53382546,0,0,0,0,0,1,0,-0.8686433,-0.92843103,1,0,-2.9066544,1
0,0,0,0,1,1,-1.3165318,0,1,0,1,1,0,0,0.16238064,1.1321559,0,0,0.07192801,0
1,0,1,1,1,1,0.3868101,0,0,1,0,0,0,0,0.9137461,0.80993557,4,0,0.9754018,0
0,0,1,1,1,0,-1.5026531,0,1,1,0,0,0,0,-0.5413645,0.22786814,0,0,-0.41315797,0
0,0,0,0,1,0,0.68427175,1,0,0,0,0,1,0,0.6190023,0.3560352,1,0,0.8200636,0
1,0,1,1,1,1,-1.3281645,0,1,0,1,0,0,1,0.08058782,1.0922282,0,0,0.03644138,0
1,1,1,0,1,1,1.2758715,1,0,1,0,0,0,0,1.4761889,1.1122944,4,0,1.420897,0
1,0,0,0,1,0,1.1961052,1,0,0,0,0,0,1,1.0762799,0.7135012,4,0,1.4185005,0
0,0,0,0,1,1,1.0249401,1,0,0,0,0,1,0,-1.4342626,-1.8123131,3,0,0.15380281,1
0,0,0,0,1,1,-0.16656831,0,0,0,0,1,0,0,0.6306708,0.76237464,2,0,0.6090141,1
0,0,1,1,1,0,0.9750862,1,0,0,1,1,0,0,1.393296,1.1518178,3,0,1.1977795,0
1,0,0,1,1,0,-1.5093002,0,1,1,0,0,0,0,-0.38675025,0.502811,0,0,-0.2845653,0
1,0,0,0,1,0,-1.4910206,0,1,0,0,0,0,1,-0.9613007,-0.44704098,0,0,-0.67819417,0
0,1,0,0,1,1,1.4420512,1,0,0,0,1,0,0,1.061278,0.6114279,5,0,1.5384135,1
1,1,0,0,1,1,1.206076,1,0,0,0,0,1,0,1.2643341,0.9236315,3,0,1.4210355,0
0,0,0,0,1,0,-0.18817167,0,0,1,0,1,0,0,-0.39202413,-0.44704098,2,0,-0.35612842,0
0,0,0,0,1,0,0.2189686,1,0,0,0,0,1,0,-1.5402458,-1.8123131,0,0,0.1586413,1
1,0,1,1,1,1,-0.29618847,0,0,1,0,0,0,1,-0.32398117,-0.34083176,2,0,-0.2881447,0
1,0,1,1,1,1,1.3722557,1,0,0,0,0,1,0,1.5966702,1.2096542,4,0,1.4211214,0
1,1,1,0,1,1,0.64272684,0,0,0,1,1,0,0,1.3362817,1.2472993,5,0,0.95387733,0
0,0,1,1,1,1,0.35025057,1,0,0,0,1,0,0,0.17133972,-0.027117206,1,0,0.1868976,0
1,0,0,1,1,0,-1.331488,0,1,0,0,0,0,1,-0.6962238,-0.10935716,0,0,-0.50219274,0
0,0,0,0,1,1,-1.4827116,0,1,0,0,0,0,1,-1.9135712,-1.8123131,0,0,0.17212456,1
1,0,0,1,1,0,0.1657911,1,0,0,0,0,0,0,-1.5481256,-1.8123131,0,0,0.15898097,1
0,1,1,0,1,1,0.94517386,1,0,0,0,0,1,0,0.6296539,0.2932877,2,0,0.85538125,1
1,0,1,1,1,0,0.53471005,1,0,0,0,0,1,0,0.021399405,-0.29102904,1,0,0.022176659,1
0,0,0,0,0,1,-1.0340264,0,0,0,0,0,1,0,-1.2897525,-1.243603,2,0,0.7848665,1
0,0,0,0,1,0,-0.29785028,0,0,1,0,0,1,0,0.2762949,0.4163678,1,0,0.29681197,0
0,0,0,0,0,0,-0.8329489,0,0,0,1,1,0,0,0.272621,0.78631365,3,1,0.21087934,0
0,0,1,1,0,1,-1.1719555,0,0,0,0,1,0,0,0.03320011,0.7381076,1,0,0.024075905,0
0,0,0,1,1,0,-1.4827116,0,1,0,1,1,0,0,-0.2408249,0.78631365,0,0,-0.14400832,0
1,0,1,0,1,0,0.4915033,0,0,0,1,1,0,0,1.3050327,1.2472993,5,1,0.91406775,0
1,0,0,1,1,0,-1.3281645,0,1,0,0,1,0,0,-1.0758728,-0.6946121,0,0,-0.991187,0
0,0,0,0,1,0,-1.4993294,0,1,0,0,0,0,1,-0.7937665,-0.24314304,0,0,-0.55585134,0
1,0,0,0,1,1,0.5047977,1,0,0,0,0,1,0,-1.4999865,-1.8123131,1,0,0.15686345,1
0,0,0,0,1,0,-1.5109621,0,1,0,0,0,1,0,-1.9241258,-1.8123131,0,0,0.17243735,1
1,0,0,0,1,1,0.97342443,1,0,0,0,0,1,0,-0.3602886,-0.7665971,3,0,-0.5505528,0
1,0,0,0,1,0,0.8637458,1,0,0,0,0,0,1,-1.1885021,-1.5606626,2,0,0.24821821,0
0,0,1,0,1,1,0.46823815,1,0,0,0,1,0,0,0.68858165,0.53063697,1,0,0.86208224,0
1,0,1,0,1,0,1.1545603,1,0,1,0,0,0,0,1.4842359,1.1905624,3,0,1.2694068,0
0,0,1,0,1,1,1.1445895,1,0,1,0,0,1,0,0.8605976,0.44569844,4,1,1.2535851,1
1,0,0,1,1,1,0.52473927,1,0,0,0,1,0,0,0.024495855,-0.24314304,1,0,0.02516,0
1,1,1,0,1,1,0.18074726,1,0,0,0,0,1,0,-0.3419675,-0.6272796,0,0,-0.38454202,0
